Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
0,1,1,2,2,0,-1,0,164,1,656,0,2,0,27,5,0,12,6,1620
1,1,1,2,1,1,-1,1,214,3,1,1,7,5,21,3,2,6,2,4071
0,1,3,1,2,2,3,2,212,3,4476,3,2,24,28,20,0,9,6,3901
3,0,0,3,2,0,-1,1,118,2,1073,3,1,24,42,1,1,12,14,986
2,1,2,0,1,1,-1,2,153,3,13,0,4,22,16,16,0,1,2,2495
2,0,2,0,0,0,-1,1,290,3,784,0,2,10,43,0,1,4,1,2672
0,0,1,3,3,1,-1,1,249,1,17,3,3,13,34,11,1,15,9,1273
2,1,1,3,3,0,-1,2,94,1,7,3,4,4,23,2,0,13,7,969
0,0,3,0,1,1,-1,2,79,2,67,0,1,1,47,17,1,9,14,1223
2,0,3,0,0,2,3,2,137,0,4406,2,5,8,27,5,0,15,1,2547
1,0,0,2,2,0,-1,0,147,2,822,0,1,19,50,15,2,2,12,1646
3,0,2,0,0,0,-1,1,54,2,1332,2,3,11,17,2,1,1,11,740
3,1,1,3,1,0,-1,2,194,3,1996,0,2,18,7,12,1,15,7,2404
0,1,1,2,0,2,0,2,138,3,9883,3,5,13,27,10,0,8,8,7531
0,1,2,0,0,1,-1,1,234,2,48,3,6,18,1,9,0,7,3,1591
0,0,0,1,1,0,-1,2,64,2,658,1,4,22,28,6,1,12,12,1294
1,1,0,1,3,0,-1,1,162,3,360,1,6,19,31,17,1,2,11,3717
0,0,1,2,1,2,3,2,198,0,8422,3,6,12,5,17,2,1,1,3636
1,1,2,0,3,1,-1,2,289,1,44,1,5,24,11,23,1,2,7,2179
3,0,1,1,2,1,-1,2,226,0,47,0,6,8,46,1,1,10,0,1979
2,1,0,1,2,2,1,0,210,2,9939,1,3,0,21,1,2,10,15,3549
2,1,2,2,0,2,2,0,152,2,8279,0,4,24,24,7,2,7,11,3117
2,1,2,0,3,0,-1,1,278,1,1572,3,4,23,13,16,0,3,11,1232
0,1,1,1,3,1,-1,1,192,2,68,1,5,13,7,20,2,9,5,1178
0,1,0,3,0,1,-1,1,192,2,69,3,5,1,6,20,2,5,1,1309
3,1,1,3,2,2,0,0,67,0,9868,2,3,18,42,5,0,14,10,5634
2,0,2,3,1,1,-1,1,258,1,88,2,6,14,6,7,0,7,0,1090
3,0,2,0,1,0,-1,1,89,0,1923,3,3,8,29,18,0,10,0,1608
2,0,3,0,1,1,-1,2,73,1,11,0,2,17,43,23,1,15,15,1319
3,0,3,2,3,1,-1,2,79,3,11,0,3,11,23,19,0,7,10,2087
2,0,3,3,2,1,-1,2,243,2,88,2,6,24,13,8,2,6,1,981
1,1,2,0,0,2,2,1,127,2,8554,1,3,10,36,22,2,10,3,3694
1,0,0,0,0,0,-1,1,171,1,1961,1,3,14,20,16,2,2,14,1939
2,1,0,0,3,1,-1,1,274,2,47,1,5,17,29,12,1,4,2,1735
0,0,0,3,0,1,-1,1,70,3,84,1,4,10,46,4,2,1,6,2661
3,1,0,1,1,0,-1,1,233,0,1852,3,5,21,31,2,1,1,3,2019
0,0,2,3,0,2,4,0,156,0,9500,1,5,12,19,22,0,9,0,2435
1,0,3,2,1,2,1,2,285,3,3542,1,6,5,25,20,1,12,1,4117
0,0,0,3,3,1,-1,2,160,2,16,3,1,23,24,15,1,14,4,905
0,1,0,1,2,0,-1,1,220,1,804,1,4,15,10,6,1,12,6,1622
2,1,1,2,3,2,1,2,210,3,1883,0,3,3,36,15,0,12,5,3088
0,1,2,2,0,1,-1,0,103,0,65,0,5,8,37,13,0,11,7,2982
1,0,0,2,2,0,-1,2,99,0,540,0,1,4,7,1,0,1,14,1259
3,0,1,2,3,0,-1,1,215,1,851,3,3,1,44,13,1,13,1,1208
0,1,0,1,3,1,-1,2,192,0,36,2,2,3,38,13,2,3,8,1756
2,0,3,2,1,0,-1,2,130,2,568,0,3,12,34,12,0,15,9,1253
1,0,3,3,2,0,-1,1,173,1,792,2,2,22,50,11,0,11,5,1793
3,1,2,0,2,2,3,2,204,0,8119,3,3,10,46,21,1,7,6,4570
3,1,2,0,3,2,4,0,200,1,6674,1,2,15,13,0,2,15,10,1180
3,1,2,1,2,0,-1,1,63,3,689,1,6,6,50,12,0,11,10,3318
3,0,2,0,3,2,2,2,138,0,375,1,5,12,12,24,1,14,5,1885
2,0,3,3,3,0,-1,1,50,3,1265,1,6,13,43,11,1,12,11,2414
1,1,2,1,1,0,-1,0,114,2,359,1,7,0,36,10,1,12,8,2519
2,0,1,0,2,2,0,1,132,1,498,1,2,1,45,7,0,0,8,1570
3,1,1,0,1,1,-1,0,189,0,8,0,3,0,25,0,1,9,0,1847
0,1,2,2,0,1,-1,2,154,1,77,0,3,1,50,7,2,11,2,2210
0,0,3,3,2,1,-1,0,217,0,10,1,1,1,47,0,1,0,8,2090
3,0,3,1,2,0,-1,2,105,2,1868,3,3,16,26,24,1,1,0,1004
1,1,1,3,0,2,3,1,91,2,437,3,6,20,42,9,2,12,6,2005
0,0,0,3,0,1,-1,1,144,3,67,3,7,10,9,18,0,4,14,2696
0,1,0,3,3,0,-1,1,237,0,1584,2,7,3,24,2,2,2,7,1834
3,0,2,0,3,0,-1,0,291,3,1423,3,6,15,48,19,1,3,5,2801
2,1,2,0,2,1,-1,2,121,3,17,2,7,11,47,18,1,6,3,2849
3,0,1,1,3,0,-1,0,95,2,1947,3,1,4,46,2,1,2,8,1079
1,1,2,3,2,0,-1,2,195,3,193,2,6,7,24,13,1,7,0,3357
3,1,0,0,0,1,-1,1,216,3,24,0,1,19,49,9,1,4,5,3111
0,0,3,3,3,1,-1,1,161,0,76,2,6,15,0,1,1,3,3,902
3,0,1,0,0,1,-1,1,299,1,39,2,5,15,22,6,2,11,8,1292
1,0,1,1,2,1,-1,2,62,2,13,1,7,15,18,9,1,12,2,1729
2,0,2,2,3,0,-1,0,63,0,615,1,5,21,0,4,1,12,11,1461
2,0,0,3,0,2,1,0,251,2,5189,0,4,13,3,12,1,9,6,2326
1,1,1,2,2,0,-1,0,285,2,1863,1,3,1,42,0,1,12,8,2121
1,0,1,3,0,2,3,0,126,0,8536,3,6,4,0,4,1,1,12,4038
1,0,3,0,0,2,0,1,178,1,1270,3,3,6,9,19,2,0,0,1789
2,1,0,3,0,0,-1,2,286,2,1267,1,4,5,20,5,2,8,7,1836
3,0,0,0,0,2,3,0,115,1,2081,2,3,11,29,4,1,3,11,1674
2,0,0,1,0,1,-1,1,90,3,94,1,2,21,19,9,0,6,15,2217
1,1,1,0,2,2,1,0,174,2,9616,2,3,0,28,20,0,9,2,4327
3,0,0,2,2,1,-1,1,160,1,29,1,1,1,28,5,2,0,2,1123
2,1,0,2,3,0,-1,1,264,3,97,3,4,9,11,0,2,12,15,1900
0,0,0,0,1,0,-1,1,286,0,1621,0,1,10,37,14,2,7,12,1881
1,1,3,2,0,2,1,0,252,3,2845,3,4,4,30,13,2,13,13,4522
0,1,0,2,0,1,-1,0,66,0,40,3,4,22,50,11,1,2,5,2909
2,1,0,0,3,1,-1,0,81,1,16,0,2,19,17,6,1,7,7,968
2,0,1,1,1,2,1,2,257,3,427,2,6,19,11,9,2,10,2,1769
3,0,2,3,2,2,2,1,227,1,9681,2,2,13,46,4,1,14,7,2834
1,0,2,2,0,2,1,0,156,2,8152,0,3,20,16,18,0,12,11,3687
1,1,0,2,1,0,-1,0,165,3,604,2,2,24,40,19,1,14,14,3550
3,0,0,2,3,1,-1,2,88,1,4,1,6,9,22,14,1,14,5,1473
1,1,1,3,3,2,0,0,177,2,933,1,5,13,30,17,1,7,12,2264
2,1,3,2,0,2,1,2,128,3,2593,0,2,2,34,9,2,13,5,3338
1,1,3,1,0,0,-1,1,150,1,1032,2,4,16,23,0,0,8,14,1883
1,0,0,2,3,1,-1,2,232,2,98,3,6,23,36,13,2,3,4,1308
2,1,3,0,2,1,-1,1,73,2,53,1,2,12,6,2,2,12,6,619
2,1,0,1,0,1,-1,0,299,1,70,1,6,8,46,1,2,14,5,2537
3,1,3,2,1,0,-1,2,145,1,705,0,3,18,20,11,1,7,9,1541
1,0,0,1,2,0,-1,1,68,2,614,0,5,0,17,19,0,10,3,1237
1,1,1,1,3,0,-1,0,50,0,1530,3,6,17,15,1,0,12,0,1941
1,1,0,2,3,1,-1,1,293,2,75,3,5,10,41,6,1,9,8,1563
1,1,3,3,2,1,-1,2,211,0,14,3,6,5,34,1,0,6,3,2806
3,1,0,1,1,1,-1,0,113,1,72,3,7,15,18,24,2,2,14,1713
0,1,2,3,1,1,-1,1,215,1,4,3,5,19,43,9,0,15,9,2159
0,0,0,3,2,1,-1,1,209,1,88,2,1,19,17,20,0,0,8,1352
2,0,1,1,2,1,-1,2,157,1,63,2,2,2,48,18,2,5,4,1231
2,1,3,2,0,0,-1,0,52,3,680,0,7,5,33,0,1,4,1,3327
2,1,2,3,1,0,-1,2,118,0,1444,2,1,11,42,20,2,14,6,1998
0,0,0,1,3,0,-1,1,244,1,1787,2,2,5,24,10,2,5,0,984
3,0,1,1,3,0,-1,1,152,1,520,0,2,6,19,24,0,13,0,921
3,0,2,1,3,2,0,2,237,0,8611,3,2,7,50,3,2,2,6,4757
2,0,0,3,0,2,3,1,63,0,5207,1,1,11,9,24,0,9,9,2515
0,0,3,2,3,2,2,0,95,0,4080,2,7,11,23,16,1,12,12,2171
3,1,0,3,1,2,0,2,175,2,9566,0,2,13,27,10,1,8,14,5033
3,0,1,2,1,1,-1,2,51,3,87,2,5,17,41,18,2,1,8,2170
1,0,3,0,1,2,2,2,67,1,6729,3,6,0,40,22,0,2,12,2966
2,1,3,3,0,0,-1,0,142,3,798,3,6,3,38,21,2,11,5,3074
2,0,1,2,0,0,-1,1,220,3,1475,0,2,22,15,4,1,13,5,2121
3,0,1,0,2,0,-1,1,208,0,1159,3,4,3,6,2,0,0,10,1394
2,0,0,3,0,0,-1,1,222,2,1212,0,6,5,20,15,1,5,13,1425
0,0,0,0,0,0,-1,0,136,0,595,2,7,6,32,21,1,0,15,2391
1,0,0,2,3,2,4,2,273,2,4922,1,2,13,3,1,1,12,9,798
3,1,1,2,1,2,1,0,239,0,3075,1,6,10,12,24,1,3,9,3122
2,0,0,0,1,2,2,2,154,1,6692,0,5,14,24,17,2,4,1,2361
3,0,1,3,1,1,-1,1,232,1,80,0,1,20,8,7,2,5,11,837
2,0,2,1,0,0,-1,2,288,2,400,3,3,19,31,8,1,11,3,1428
0,1,2,2,0,2,0,2,71,3,1564,3,5,15,42,10,0,1,14,3847
3,1,3,0,1,2,4,2,234,0,1001,1,6,13,3,12,2,6,5,2132
2,0,3,0,2,2,2,1,212,1,6082,1,1,13,10,9,0,15,9,1716
0,1,0,2,3,0,-1,2,220,3,259,2,6,22,20,12,0,12,8,2569
2,1,1,3,1,1,-1,2,158,2,81,3,6,23,13,20,0,9,3,1184
2,1,3,3,0,1,-1,1,195,0,29,3,1,24,33,14,2,15,0,1888
2,0,3,0,0,0,-1,2,214,3,1661,0,5,19,6,12,0,9,2,2379
0,1,0,0,2,1,-1,2,131,1,87,0,7,16,22,4,0,4,8,2240
0,1,1,2,1,0,-1,1,192,3,388,3,7,4,27,2,2,4,10,3236
2,1,0,1,0,1,-1,0,183,1,0,2,4,14,49,2,1,0,15,1801
2,1,2,1,1,0,-1,0,284,0,1432,1,6,15,37,5,0,11,10,2819
1,0,0,2,3,1,-1,2,142,0,61,0,5,20,44,16,1,13,0,2206
2,0,2,2,0,2,3,1,146,1,7849,3,4,1,3,19,2,6,1,3022
2,1,1,3,0,1,-1,1,61,2,38,0,5,9,1,15,2,4,14,1383
1,0,3,2,3,0,-1,1,108,0,756,0,6,13,38,11,0,9,2,2231
0,0,1,2,0,1,-1,0,159,1,7,1,3,9,15,6,0,14,0,1783
1,0,1,3,1,2,2,2,208,0,2764,0,7,0,20,16,0,8,0,3139
0,1,1,3,3,2,4,2,211,0,5737,3,6,17,0,10,2,2,9,1779
2,0,3,3,1,0,-1,0,148,0,1935,2,4,23,23,21,0,0,3,1678
3,1,2,3,1,2,0,0,153,3,3876,3,5,15,3,1,0,13,15,3984
2,0,2,3,2,1,-1,0,79,3,86,3,3,0,15,6,2,2,3,1886
0,1,1,3,0,2,1,2,217,3,3307,0,2,18,17,21,0,14,2,4040
0,1,3,2,0,1,-1,1,242,2,88,3,2,17,35,21,0,11,0,1643
1,1,2,2,2,1,-1,2,241,3,28,1,3,16,28,20,2,7,6,3573
1,1,0,1,3,0,-1,0,69,2,14,0,6,12,29,3,1,1,10,1401
3,0,3,1,0,0,-1,2,136,2,121,1,6,6,27,12,0,12,9,1679
0,1,1,0,1,0,-1,0,246,3,159,0,6,20,48,13,1,4,5,4128
0,0,2,1,2,0,-1,2,276,1,1826,0,1,17,14,10,2,1,8,1242
1,0,2,0,1,2,1,1,98,1,8729,1,6,4,26,3,0,12,9,4138
2,0,2,3,1,1,-1,0,221,2,2,3,4,5,44,7,0,13,11,1613
3,1,1,0,0,0,-1,2,284,3,1309,0,6,23,42,6,2,7,6,3543
2,0,1,3,1,2,1,1,191,0,5204,3,1,24,2,18,2,15,14,2116
1,1,0,1,0,1,-1,2,232,2,70,0,7,11,14,12,2,3,10,1964
0,0,3,3,1,0,-1,2,151,3,857,1,2,10,33,9,1,0,6,2611
3,0,3,0,2,2,3,2,72,1,8097,3,7,0,47,3,0,8,9,3586
2,0,0,3,3,2,3,0,244,0,7185,2,2,20,30,14,0,8,10,3244
2,1,3,0,3,0,-1,0,201,0,849,3,6,9,25,19,0,12,9,1792
2,1,1,0,0,2,0,0,269,3,7429,0,4,6,1,14,1,4,4,5521
3,0,2,1,2,2,1,1,294,1,9460,1,1,15,46,5,0,5,8,3575
0,1,1,3,3,1,-1,1,60,1,68,2,2,20,28,9,0,9,6,967
0,1,0,3,1,1,-1,2,201,1,21,1,4,1,46,8,0,2,14,2343
0,0,1,3,0,0,-1,2,267,3,1696,3,6,18,14,15,2,10,13,2830
0,1,1,3,1,2,4,1,115,2,7954,1,3,6,26,8,1,8,13,1616
1,1,1,0,2,1,-1,0,73,0,69,1,7,16,38,3,0,2,11,3326
1,0,1,0,0,1,-1,0,189,2,43,0,3,3,37,4,0,5,5,1743
2,0,1,0,2,0,-1,1,232,1,866,1,7,16,7,3,1,15,7,1503
2,0,2,0,2,2,2,0,66,3,5438,2,6,19,21,0,0,4,0,2881
0,1,1,1,0,2,2,0,277,3,4915,3,7,6,27,23,0,13,8,4601
3,0,1,3,0,1,-1,2,72,3,81,3,3,9,44,14,2,0,6,2522
3,0,0,2,2,1,-1,2,155,2,73,0,3,12,0,13,0,9,0,826
1,0,3,2,3,0,-1,2,236,3,1412,0,4,13,25,20,2,4,5,2843
3,0,1,3,2,2,0,1,193,0,2910,3,5,2,44,4,1,14,4,2792
0,1,2,0,3,0,-1,0,281,1,1707,2,2,4,28,18,2,5,11,1643
1,0,2,0,1,0,-1,0,55,2,1239,0,1,3,22,13,2,5,12,1064
3,0,1,2,3,2,2,0,73,1,5413,2,1,12,23,17,2,3,14,1495
1,0,2,0,2,0,-1,1,208,3,618,2,5,9,19,8,0,14,14,2597
3,1,1,3,2,0,-1,2,176,2,1190,3,5,24,40,6,0,3,12,1472
2,0,3,2,3,2,3,1,93,1,226,1,3,12,23,8,1,1,1,824
3,1,2,1,0,0,-1,0,75,3,1399,1,5,14,47,6,2,4,0,3630
3,1,2,3,2,0,-1,2,143,1,1747,0,6,8,44,20,2,3,0,2249
0,1,2,2,2,0,-1,0,141,1,1252,2,6,24,49,3,1,7,12,2052
1,0,3,2,1,2,4,1,218,0,1828,3,2,3,49,12,0,4,1,2264
3,0,0,0,0,1,-1,1,265,3,13,0,4,23,23,22,0,3,1,2472
1,0,2,3,0,2,4,0,159,0,6124,3,1,17,19,8,0,13,0,2134
0,0,3,1,3,1,-1,1,296,3,81,3,3,17,39,6,0,9,2,2320
3,1,3,0,0,2,2,0,78,0,2771,2,5,11,30,11,1,15,9,2581
2,0,2,0,2,0,-1,1,55,2,1397,3,5,2,41,22,2,5,6,1244
0,0,0,3,2,1,-1,0,98,0,14,0,4,4,14,20,2,1,14,1780
2,0,3,3,3,1,-1,0,291,1,23,3,5,7,30,23,1,9,0,1230
1,1,1,1,3,1,-1,1,116,1,37,0,2,3,38,2,1,14,13,1504
2,1,0,3,0,0,-1,2,106,1,413,3,1,24,48,15,1,11,2,1614
2,0,3,2,1,2,0,2,276,3,3974,3,3,5,38,24,1,0,5,3516
3,1,0,2,0,2,0,1,198,2,2767,2,1,15,33,17,2,8,11,2453
3,1,0,1,2,1,-1,1,65,3,52,1,5,24,28,1,0,15,8,2714
3,1,1,2,0,1,-1,1,250,1,38,1,6,22,42,18,1,15,4,2559
0,1,0,3,3,1,-1,2,283,2,32,1,6,10,44,21,1,13,9,2140
3,1,1,3,0,1,-1,2,94,2,33,1,3,21,9,24,0,12,6,1344
0,1,3,1,1,2,1,2,172,0,5065,1,4,16,32,18,0,12,1,3681
2,1,1,3,2,1,-1,0,291,3,75,2,7,18,9,19,2,6,14,2642
0,1,1,3,0,0,-1,0,199,1,1208,3,1,8,6,15,0,4,3,1847
0,0,3,0,0,0,-1,1,85,3,1718,0,2,21,8,9,0,11,6,2353
3,1,2,0,2,0,-1,0,243,2,245,1,1,14,7,5,0,12,4,1115
3,0,1,0,2,2,4,1,150,3,2476,0,7,17,46,16,2,3,13,2742
3,0,2,2,3,2,2,0,255,2,5423,1,5,3,47,19,0,13,1,2630
2,0,3,1,3,0,-1,2,129,3,991,1,1,9,1,8,0,7,8,1570
3,1,3,2,2,0,-1,1,202,2,910,1,5,16,27,13,2,2,6,1751
0,1,0,0,1,2,0,0,53,0,1136,1,7,16,33,10,0,13,13,3421
0,0,3,0,0,2,3,2,165,3,2810,3,5,17,38,1,1,2,8,3601
0,1,1,3,0,2,2,1,227,1,7714,1,5,10,23,11,0,0,9,3855
2,1,1,0,0,1,-1,0,103,2,88,2,2,6,8,1,2,14,15,870
2,0,1,3,3,2,3,2,148,3,6847,0,3,12,38,14,2,12,1,3522
1,0,2,2,2,0,-1,0,103,3,1826,2,1,1,28,9,1,3,2,2541
1,0,1,2,2,1,-1,0,75,0,28,3,1,24,21,16,0,9,4,1781
2,1,0,0,0,2,3,0,180,2,1830,3,6,14,50,16,1,14,9,2654
2,1,0,0,0,2,2,1,118,0,6269,1,5,9,36,20,2,10,1,3288
1,1,1,3,1,0,-1,0,248,1,576,3,7,6,46,8,0,10,10,2330
3,0,2,1,0,1,-1,1,101,1,35,0,1,3,17,0,1,14,5,1197
2,0,0,1,3,0,-1,1,261,2,1771,3,6,8,21,19,0,0,2,1167
3,1,2,0,0,1,-1,0,258,1,50,2,3,2,0,23,2,8,15,1617
3,0,2,2,0,2,3,0,229,1,5694,3,5,6,6,11,1,9,12,2845
1,1,2,1,3,1,-1,0,99,2,5,0,5,6,27,18,2,5,8,1588
2,0,1,3,0,2,4,0,161,0,6474,3,5,24,25,9,0,2,0,2057
1,0,2,3,2,0,-1,2,263,3,923,2,4,5,9,11,1,4,10,2788
1,1,2,0,2,0,-1,0,242,0,426,1,3,15,41,1,0,5,5,3224
1,1,2,1,3,0,-1,0,85,1,422,1,7,0,22,7,1,12,10,2097
3,1,2,2,3,0,-1,0,167,1,1285,2,4,12,36,12,0,1,6,1366
3,0,1,1,0,0,-1,1,268,0,1040,0,4,18,2,2,1,0,1,1737
1,1,1,1,1,0,-1,1,186,0,918,1,5,13,33,7,2,8,8,3018
3,0,0,3,2,2,4,1,234,1,9814,2,2,5,43,24,0,9,1,1393
3,0,1,2,3,2,0,1,173,3,4570,2,1,1,36,15,1,11,14,3490
1,1,1,1,3,0,-1,1,249,1,159,2,5,4,41,8,2,14,2,1598
2,1,2,0,1,2,2,2,73,1,7315,1,2,5,6,13,0,4,12,2518
0,0,0,3,0,0,-1,1,264,0,1559,2,2,7,38,18,2,15,15,1951
2,1,3,0,3,1,-1,0,265,3,87,2,5,9,50,18,0,12,5,2546
3,1,0,0,3,2,4,1,59,1,1958,3,3,20,28,10,0,5,4,998
3,0,1,0,2,1,-1,2,109,2,12,0,2,6,5,7,2,14,2,764
3,1,0,0,0,0,-1,1,86,0,1791,2,5,9,38,17,2,13,7,2266
0,1,2,1,2,1,-1,1,69,1,72,2,1,6,13,11,0,7,4,1085
2,0,0,3,2,1,-1,0,172,2,49,2,1,1,0,2,2,13,8,592
3,0,0,3,3,0,-1,1,189,0,961,2,5,16,29,16,2,1,15,1267
0,1,1,2,3,0,-1,2,285,1,147,1,5,4,24,11,2,14,1,1834
2,1,3,1,3,2,3,0,87,2,2626,3,6,2,2,6,1,7,14,1397
2,0,0,1,0,2,1,1,283,1,1233,3,6,4,37,8,1,8,14,1950
3,0,1,2,3,2,4,0,283,0,6597,1,5,17,45,8,1,1,9,2169
2,0,1,3,2,2,1,2,76,2,1469,3,4,4,22,19,0,0,14,1429
1,0,3,0,1,1,-1,2,136,3,50,2,4,2,15,10,2,11,7,2329
0,1,3,3,0,2,1,0,246,2,4179,3,1,8,7,14,2,13,5,2449
2,1,0,2,0,2,3,2,271,2,2591,0,7,17,24,6,2,4,13,2798
1,1,3,0,3,2,3,0,178,1,8561,3,6,11,13,1,1,8,5,4359
3,1,0,1,3,0,-1,0,260,2,585,3,5,17,12,4,2,10,10,931
0,0,0,2,3,1,-1,2,52,0,1,1,6,17,44,15,2,14,2,2479
2,0,0,1,2,1,-1,0,54,0,25,1,6,0,34,7,1,14,15,2116
2,1,2,1,1,2,0,1,295,2,7735,0,3,5,7,7,1,3,6,3882
2,0,2,3,0,1,-1,0,154,0,25,3,1,17,6,11,1,7,1,1495
2,1,2,0,1,0,-1,2,247,2,1621,2,1,23,41,14,2,7,0,1585
0,0,0,1,0,0,-1,0,186,3,937,1,6,17,6,12,2,8,12,3088
1,0,3,0,0,1,-1,1,136,2,33,3,6,10,2,8,1,15,12,1095
0,1,3,1,2,2,0,1,161,1,2885,2,2,18,28,10,1,11,0,2494
0,1,2,1,3,0,-1,0,262,3,1770,1,6,9,28,22,2,15,10,3650
1,0,3,3,2,2,3,1,181,1,5011,2,1,15,27,20,2,1,15,2466
1,1,3,1,1,2,0,1,72,1,7532,0,5,4,36,1,2,15,6,5052
3,1,2,2,2,0,-1,1,196,1,1533,0,7,4,22,19,2,0,13,2274
2,0,0,1,2,2,2,0,270,3,8539,3,6,16,32,17,1,4,2,4042
2,0,1,1,0,0,-1,1,230,3,1891,2,6,2,44,8,0,10,5,2385
0,0,0,2,1,2,4,0,78,2,4896,0,3,9,16,10,0,15,7,1198
3,0,1,1,3,2,0,0,223,3,3471,1,6,19,46,5,0,4,13,4166
3,1,3,2,2,2,4,1,162,3,9120,2,6,1,31,6,1,4,14,2593
3,1,1,0,2,2,2,0,239,1,7649,3,4,7,0,17,1,9,5,2412
0,1,3,3,0,1,-1,2,195,1,90,2,1,19,6,17,0,3,9,1234
3,0,0,1,1,2,1,0,181,1,8961,1,6,11,45,19,1,3,9,4130
1,0,1,0,0,1,-1,0,222,1,28,0,3,22,1,9,0,0,15,1564
0,0,3,1,0,0,-1,1,74,2,1160,3,6,3,35,16,2,15,15,1507
1,0,3,3,1,1,-1,0,182,2,98,3,2,0,43,10,1,15,11,1469
3,0,0,0,0,1,-1,1,94,2,12,2,1,16,4,2,0,8,2,835
1,0,2,2,0,2,4,2,171,3,8713,2,6,8,45,15,2,8,2,3336
1,1,3,2,1,1,-1,2,213,1,26,3,6,10,20,11,1,1,10,1547
1,0,2,0,2,2,3,1,101,0,1417,1,5,0,4,18,2,6,5,2724
2,1,3,3,0,1,-1,1,236,1,70,0,6,2,23,16,2,12,13,1695
1,1,0,2,0,1,-1,2,273,2,86,0,2,19,22,19,2,0,6,1938
2,1,3,1,2,1,-1,0,151,2,79,2,3,17,42,15,2,9,10,1226
3,1,3,1,3,1,-1,1,249,0,73,3,6,11,35,10,1,5,9,1771
2,1,3,0,0,0,-1,2,189,0,1508,0,2,11,23,20,0,11,13,2096
3,0,2,1,0,1,-1,2,91,3,42,0,7,5,29,11,2,0,14,2963
0,0,2,0,3,2,3,2,192,1,7994,1,5,12,3,1,1,6,0,3538
1,0,3,3,3,0,-1,1,205,1,1439,3,2,4,30,8,0,9,4,1144
2,0,3,0,3,2,2,0,277,2,133,2,7,17,6,3,2,14,3,689
0,0,3,3,3,1,-1,0,239,2,80,3,1,21,33,7,0,15,5,1021
3,0,0,2,0,1,-1,1,174,3,89,1,3,2,2,10,1,6,12,2308
1,0,3,0,3,2,2,2,70,3,800,2,1,16,22,7,2,2,13,2237
3,1,2,3,1,0,-1,2,294,2,1582,0,2,11,9,7,0,13,2,1421
1,0,2,1,0,0,-1,2,285,0,635,1,6,22,36,1,1,12,13,3031
1,0,3,0,1,1,-1,2,138,1,36,1,4,18,39,22,1,8,4,2158
1,1,3,0,0,2,0,2,106,1,2225,3,7,7,1,3,1,9,0,2536
3,1,3,3,0,2,1,0,61,2,1642,0,1,24,37,2,1,7,4,1793
0,1,3,2,3,2,2,1,94,0,8345,0,2,19,34,13,1,4,0,3502
2,1,1,3,0,1,-1,2,224,2,20,0,7,23,37,23,1,1,2,1868
1,0,1,1,3,0,-1,1,216,1,365,3,5,14,9,22,1,9,5,1141
0,0,1,3,3,0,-1,2,70,3,594,0,3,11,30,14,2,1,8,2024
3,1,1,0,1,0,-1,1,222,2,477,1,6,16,10,4,1,6,6,1520
0,0,2,3,1,2,1,1,226,3,2541,2,3,20,0,22,0,13,11,2938
3,0,3,3,3,2,2,2,209,0,7440,0,5,17,47,9,1,14,9,3060
3,0,0,0,3,0,-1,1,276,2,1948,3,5,11,46,22,0,3,13,1210
2,1,2,3,2,2,2,2,264,3,4355,2,6,19,3,15,1,4,3,3272
1,0,1,0,0,0,-1,2,53,0,1586,0,3,18,48,12,0,8,14,2745
0,1,0,3,0,2,1,2,235,1,6129,3,6,0,35,16,1,14,2,4046
2,1,0,2,1,1,-1,2,245,0,19,1,7,0,43,1,1,15,3,2670
3,0,2,1,1,1,-1,0,66,1,31,1,5,23,30,0,1,0,5,1725
0,0,2,3,0,1,-1,1,276,0,84,1,5,24,30,7,0,9,8,2548
2,0,2,2,1,2,2,0,179,2,3569,2,6,13,48,21,0,11,9,2119
2,0,0,1,3,2,1,0,55,2,5356,0,5,21,10,3,2,4,9,1940
0,1,3,1,3,0,-1,0,78,2,155,3,4,23,30,3,1,6,12,1273
1,0,3,0,1,0,-1,1,59,2,1885,3,4,16,26,7,1,9,11,1156
2,1,0,3,2,1,-1,0,176,2,20,1,2,22,35,19,0,0,11,1734
2,1,2,2,3,0,-1,1,252,0,957,1,7,18,50,21,0,10,15,2712
2,1,1,1,2,0,-1,2,284,2,1046,2,2,14,26,1,2,13,0,1003
2,1,2,2,3,2,3,2,97,3,5569,3,6,23,42,20,1,11,4,4255
3,0,0,0,3,2,1,1,240,0,539,2,6,19,6,11,2,12,0,1193
0,1,0,1,1,0,-1,1,162,3,672,2,6,0,49,18,2,2,12,3272
3,1,0,3,0,1,-1,1,67,2,84,0,2,9,11,19,0,4,13,1335
2,0,1,1,3,2,1,0,56,3,5738,3,3,2,37,4,2,2,12,3164
3,0,1,3,0,1,-1,0,151,0,5,1,4,13,26,11,0,7,7,2122
3,1,3,0,2,2,0,2,225,2,1019,1,7,9,6,23,2,14,15,2106
0,1,0,1,2,2,0,0,52,1,9117,0,7,9,17,13,2,3,13,5258
3,0,0,0,2,1,-1,2,183,3,98,3,5,18,9,21,2,0,12,2263
